userId,rId,rating,timestamp
1,219,4.0,964982703
1,422,4.0,964981247
1,87,4.0,964982224
1,296,5.0,964983815
1,334,5.0,964982931
1,32,3.0,964982400
1,43,5.0,964980868
1,232,4.0,964982176
1,381,5.0,964984041
1,440,5.0,964984100
1,16,5.0,964983650
1,91,5.0,964981208
1,324,3.0,964980985
1,250,5.0,964981179
1,137,4.0,964980908
1,409,5.0,964981680
1,453,3.0,964982967
1,284,3.0,964982310
1,402,5.0,964981179
1,180,4.0,964982563
1,30,4.0,964980962
1,295,5.0,964982588
1,429,4.0,964981710
1,66,3.0,964982363
1,439,4.0,964980868
1,429,5.0,964981909
1,290,4.0,964982346
1,261,3.0,964981208
1,244,5.0,964984002
1,269,4.0,964981179
1,213,4.0,964982653
1,209,5.0,964984153
1,417,4.0,964982546
1,282,4.0,964982271
1,275,4.0,964983793
1,109,5.0,964982838
1,371,5.0,964982931
1,290,3.0,964982563
1,312,5.0,964982838
1,75,3.0,964981775
1,390,4.0,964982400
1,214,3.0,964982653
1,420,3.0,964984086
1,110,4.0,964980499
1,68,5.0,964982475
1,48,5.0,964981529
1,284,5.0,964982176
1,80,4.0,964983614
1,230,5.0,964983219
1,241,3.0,964981775
1,309,5.0,964982681
1,378,5.0,964982876
1,449,5.0,964982791
1,373,5.0,964982855
1,143,3.0,964982903
1,45,5.0,964982653
1,412,5.0,964982791
1,272,4.0,964981179
1,5,5.0,964982400
1,293,4.0,964980924
1,284,5.0,964981680
1,319,5.0,964981327
1,69,5.0,964982951
1,155,4.0,964984018
1,341,5.0,964983484
1,372,5.0,964981680
1,148,4.0,964982513
1,190,5.0,964981327
1,425,5.0,964981827
1,22,5.0,964981872
1,211,5.0,964981827
1,139,5.0,964983737
1,230,4.0,964983250
1,306,5.0,964980499
1,243,5.0,964982951
1,236,4.0,964981855
1,372,2.0,964983393
1,118,5.0,964981909
1,171,5.0,964981909
1,335,5.0,964984018
1,117,5.0,964983618
1,314,5.0,964983723
1,330,5.0,964981442
1,221,3.0,964983414
1,418,4.0,964983599
1,84,5.0,964983705
1,185,5.0,964982290
1,172,5.0,964983414
1,64,5.0,964982703
1,193,5.0,964981909
1,352,5.0,964984086
1,166,4.0,964983393
1,286,3.0,964982653
1,119,3.0,964983017
1,320,3.0,964982310
1,339,3.0,964984112
1,139,4.0,964980875
1,176,4.0,964980985
1,131,5.0,964981107
1,397,4.0,964982620
1,228,5.0,964982290
1,37,3.0,964981125
1,248,5.0,964982346
1,344,5.0,964982951
1,142,4.0,964983056
1,5,5.0,964983504
1,59,3.0,964983536
1,340,3.0,964982620
1,258,5.0,964981125
1,121,4.0,964981230
1,435,4.0,964981404
1,439,5.0,964983034
1,250,4.0,964983056
1,229,4.0,964981780
1,110,5.0,964981497
1,325,5.0,964982176
1,106,4.0,964981710
1,450,4.0,964982211
1,429,5.0,964981710
1,200,4.0,964984176
1,63,5.0,964980523
1,13,4.0,964981888
1,329,5.0,964982903
1,164,4.0,964982563
1,187,5.0,964982791
1,375,4.0,964981747
1,19,5.0,964982400
1,137,5.0,964982838
1,143,5.0,964982838
1,80,3.0,964981710
1,19,5.0,964982653
1,246,4.0,964982838
1,328,4.0,964982588
1,240,4.0,964981725
1,444,5.0,964982529
1,351,5.0,964982876
1,26,5.0,964982791
1,343,5.0,964982791
1,219,5.0,964982838
1,262,4.0,964981725
1,360,5.0,964981710
1,4,4.0,964981680
1,352,4.0,964981710
1,376,2.0,964981775
1,98,4.0,964982989
1,210,4.0,964982310
1,441,5.0,964983664
1,389,5.0,964983263
1,342,2.0,964983546
1,373,5.0,964983861
1,374,4.0,964982462
1,321,5.0,964983123
1,443,2.0,964983094
1,365,5.0,964981093
1,424,4.0,964982310
1,323,3.0,964982513
1,451,5.0,964982242
1,447,4.0,964982620
1,424,5.0,964983414
1,178,5.0,964982588
1,419,4.0,964984169
1,303,4.0,965719662
1,201,5.0,964981278
1,14,3.0,964982328
1,248,5.0,964982242
1,137,5.0,964981265
1,38,5.0,964981888
1,293,5.0,964983000
1,61,5.0,964981144
1,284,4.0,964983080
1,352,2.0,964982588
1,193,4.0,964980523
1,297,4.0,964982377
1,48,5.0,964982620
1,293,4.0,964983393
1,338,4.0,964983414
1,318,5.0,964983393
1,254,3.0,964983426
1,452,5.0,964981855
1,351,5.0,964980985
1,438,5.0,964983414
1,457,5.0,964982703
1,260,4.0,964981710
1,447,4.0,964980523
1,415,5.0,964980868
1,314,5.0,964981680
1,384,5.0,964982703
1,24,4.0,964982290
1,261,5.0,964981872
1,29,5.0,964982176
1,346,5.0,964982191
1,313,5.0,964981888
1,283,5.0,964983282
1,265,4.0,964983034
1,294,5.0,964982495
1,305,5.0,964982271
1,190,5.0,964982242
1,434,4.0,964980896
1,221,5.0,964983762
1,149,5.0,964982791
1,392,5.0,964981208
1,425,5.0,964984086
1,218,4.0,964981872
1,155,5.0,964983873
1,56,4.0,964982495
1,343,1.0,964983504
1,188,3.0,964981093
1,36,3.0,964983108
1,308,5.0,964981107
1,0,5.0,964983536
1,403,5.0,964983484
1,369,4.0,964981799
1,345,4.0,964981799
1,401,5.0,964982328
1,77,5.0,964984054
1,17,5.0,964981144
1,147,4.0,964981725
1,166,4.0,964981775
1,340,4.0,964982271
1,409,5.0,964980668
1,263,4.0,964980683
1,188,4.0,964982271
1,295,5.0,964981589
1,325,5.0,964983737
1,69,5.0,964981909
1,3,5.0,964982363
1,156,4.0,964982417
1,126,4.0,964980694
1,428,5.0,964981855
1,407,4.0,964981220
1,238,4.0,964982903
1,263,5.0,964984002
2,313,3.0,1445714835
2,188,4.0,1445715029
2,2,4.5,1445715228
2,61,4.0,1445714885
2,192,4.0,1445714952
2,324,3.5,1445714960
2,357,4.0,1445715013
2,438,4.0,1445715064
2,246,4.5,1445715141
2,449,5.0,1445714980
2,59,4.5,1445715154
2,376,3.0,1445714974
2,432,4.0,1445714926
2,128,3.0,1445714941
2,453,4.0,1445714841
2,417,4.5,1445715340
2,348,5.0,1445715172
2,399,4.0,1445715166
2,356,5.0,1445715189
2,445,3.5,1445714891
2,23,2.5,1445714938
2,243,3.5,1445714874
2,80,5.0,1445714966
2,239,3.0,1445715145
2,210,4.0,1445714882
2,368,2.0,1445715276
2,171,3.5,1445714854
2,301,5.0,1445715272
2,17,5.0,1445714851
3,129,0.5,1306463578
3,111,0.5,1306464275
3,378,0.5,1306463619
3,249,0.5,1306464228
3,91,0.5,1306463595
3,424,5.0,1306463611
3,367,0.5,1306463567
3,203,0.5,1306463627
3,258,0.5,1306464216
3,277,0.5,1306463569
3,78,0.5,1306463624
3,278,3.5,1306463323
3,339,0.5,1306464189
3,18,3.0,1306463561
3,112,4.5,1306464003
3,379,0.5,1306464175
3,170,0.5,1306463572
3,316,0.5,1306464261
3,124,2.0,1306463559
3,381,4.0,1306463631
3,333,0.5,1306464293
3,268,5.0,1306463925
3,434,4.5,1306464054
3,25,0.5,1306463638
3,293,5.0,1306463603
3,11,0.5,1306464245
3,5,5.0,1306463770
3,133,0.5,1306464284
3,374,5.0,1306463718
3,358,5.0,1306463708
3,66,4.5,1306464021
3,442,5.0,1306463825
3,220,0.5,1306464204
3,71,5.0,1306463670
3,349,4.5,1306464036
3,111,5.0,1306463684
3,117,4.5,1306463993
3,218,5.0,1306463815
3,112,0.5,1306464164
4,140,3.0,986935199
4,446,2.0,945173447
4,159,3.0,986935047
4,231,2.0,945173425
4,299,3.0,964622786
4,368,3.0,964538444
4,3,4.0,986848784
4,293,5.0,964622758
4,362,1.0,986848920
4,401,5.0,945078571
4,456,3.0,945078428
4,435,5.0,964622565
4,217,2.0,945079259
4,424,5.0,945079078
4,374,1.0,945629040
4,249,5.0,964622684
4,49,2.0,945173513
4,159,3.0,986848894
4,72,5.0,945079259
4,204,5.0,964538468
4,33,1.0,945173350
4,84,5.0,945079182
